UTC_time,House overall [kW],Price ($/MWh),use [kW],gen [kW]
2016-01-05 19:01:30,0.42401666699999996,19.81,0.428316667,0.0043
2016-01-05 19:01:31,0.42311666600000003,19.81,0.427433333,0.004316667
2016-01-05 19:01:32,0.429116667,19.81,0.43345,0.004333333
2016-01-05 19:01:33,0.422183333,19.81,0.426483333,0.0043
2016-01-05 19:01:34,0.42251666699999996,19.81,0.426816667,0.0043
2016-01-05 19:01:35,0.4229,19.81,0.4272,0.0043
2016-01-05 19:01:36,0.422633334,19.81,0.426916667,0.004283333
2016-01-05 19:01:37,0.42245,19.81,0.4268,0.00435
2016-01-05 19:01:38,0.42296666699999996,19.81,0.427266667,0.0043
2016-01-05 19:01:39,0.422,19.81,0.426283333,0.004283333
2016-01-05 19:01:40,0.425633333,19.81,0.42995,0.004316667
2016-01-05 19:01:41,0.42086666699999997,19.81,0.425166667,0.0043
2016-01-05 19:01:42,0.422483333,19.81,0.4268,0.004316667
2016-01-05 19:01:43,0.42474999999999996,19.81,0.42905,0.0043
2016-01-05 19:01:44,0.42114999999999997,19.81,0.42545,0.0043
2016-01-05 19:01:45,0.424883333,19.81,0.429183333,0.0043
2016-01-05 19:01:46,0.42346666699999996,19.81,0.427766667,0.0043
2016-01-05 19:01:47,0.421416666,19.81,0.425733333,0.004316667
2016-01-05 19:01:48,0.422766667,19.81,0.42705,0.004283333
2016-01-05 19:01:49,0.421166667,19.81,0.425466667,0.0043
2016-01-05 19:01:50,0.42546666699999997,19.81,0.429766667,0.0043
2016-01-05 19:01:51,0.422233333,19.81,0.426533333,0.0043
2016-01-05 19:01:52,0.514083333,19.81,0.51845,0.004366667
2016-01-05 19:01:53,0.522966667,19.81,0.527316667,0.00435
2016-01-05 19:01:54,0.5228,19.81,0.527166667,0.004366667
2016-01-05 19:01:55,0.517583333,19.81,0.521933333,0.00435
2016-01-05 19:01:56,0.5152666669999999,19.81,0.5196,0.004333333
2016-01-05 19:01:57,0.51275,19.81,0.5171,0.00435
2016-01-05 19:01:58,0.5132666669999999,19.81,0.5176,0.004333333
2016-01-05 19:01:59,0.505416667,19.81,0.509766667,0.00435
2016-01-05 19:02:00,0.5090666669999999,19.81,0.5134,0.004333333
2016-01-05 19:02:01,0.5144500000000001,19.81,0.5188,0.00435
2016-01-05 19:02:02,0.5141833330000001,19.81,0.518533333,0.00435
2016-01-05 19:02:03,0.449716666,19.81,0.454033333,0.004316667
2016-01-05 19:02:04,0.43565,19.81,0.43995,0.0043
2016-01-05 19:02:05,0.442583333,19.81,0.4469,0.004316667
2016-01-05 19:02:06,0.435166667,19.81,0.43945,0.004283333
2016-01-05 19:02:07,0.4328,19.81,0.437133333,0.004333333
2016-01-05 19:02:08,0.436283333,19.81,0.4406,0.004316667
2016-01-05 19:02:09,0.4325,19.81,0.4368,0.0043
2016-01-05 19:02:10,0.436266667,19.81,0.440566667,0.0043
2016-01-05 19:02:11,0.637416667,19.81,0.641716667,0.0043
2016-01-05 19:02:12,0.612383333,19.81,0.616683333,0.0043
2016-01-05 19:02:13,0.6582,19.81,0.6625,0.0043
2016-01-05 19:02:14,0.683783333,19.81,0.688083333,0.0043
2016-01-05 19:02:15,0.696616667,19.81,0.700916667,0.0043
2016-01-05 19:02:16,0.698283333,19.81,0.7026,0.004316667
2016-01-05 19:02:17,0.6931666670000001,19.81,0.69745,0.004283333
