time,House overall Actual (kWh),House overall Predicted (kWh)
2016-01-01 06:00:00,0.9181669444666667,1.0222679376602173
2016-01-01 07:00:00,0.7147361110833333,0.9696518182754517
2016-01-01 08:00:00,0.9600127777833334,0.865350604057312
2016-01-01 09:00:00,0.6398363888666665,0.9588377475738525
2016-01-01 10:00:00,1.2194161111,0.8045880794525146
2016-01-01 11:00:00,0.7987472222833333,1.1548540592193604
2016-01-01 12:00:00,0.5370547221499999,0.9044991731643677
2016-01-01 13:00:00,0.35837666668333334,0.7248464226722717
2016-01-01 14:00:00,0.7567202778333333,0.5509971976280212
2016-01-01 15:00:00,1.4705805556,0.8157839179039001
2016-01-01 16:00:00,1.3216363889166667,1.1537400484085083
2016-01-01 17:00:00,1.9166886111166666,1.1149859428405762
2016-01-01 18:00:00,2.0953897222333335,1.3868709802627563
2016-01-01 19:00:00,1.30432333335,1.5042790174484253
2016-01-01 20:00:00,1.2712783333,1.085006594657898
2016-01-01 21:00:00,1.48498638895,1.0764086246490479
2016-01-01 22:00:00,1.9287633333333334,1.282488465309143
2016-01-01 23:00:00,2.03031500005,1.568719744682312
2016-01-02 00:00:00,2.7584386111499994,1.4973106384277344
2016-01-02 01:00:00,1.431200277733333,1.9552550315856934
2016-01-02 02:00:00,0.9452833332833334,1.1615500450134277
2016-01-02 03:00:00,0.7742711110999999,0.8954350352287292
2016-01-02 04:00:00,1.4890063889166667,0.8101990818977356
2016-01-02 05:00:00,1.3494013889166667,1.2057806253433228
2016-01-02 06:00:00,0.7696538888833334,1.1579841375350952
2016-01-02 07:00:00,0.7840547222166666,0.8949236273765564
2016-01-02 08:00:00,0.9944672222500001,0.8918521404266357
2016-01-02 09:00:00,0.7785658333,0.9663975834846497
2016-01-02 10:00:00,0.8146472222166667,0.9045798182487488
2016-01-02 11:00:00,0.9222649999666667,0.9123350977897644
2016-01-02 12:00:00,1.6110386111833335,0.9465845823287964
2016-01-02 13:00:00,1.3942808333499999,1.3919894695281982
2016-01-02 14:00:00,0.7242099999833334,1.200061559677124
2016-01-02 15:00:00,0.7318808333333332,0.8647785186767578
2016-01-02 16:00:00,0.28691000003333333,0.8588473200798035
2016-01-02 17:00:00,0.26041472216666667,0.5926270484924316
2016-01-02 18:00:00,0.63046499995,0.5599507689476013
2016-01-02 19:00:00,1.6248036111166668,0.7794561386108398
2016-01-02 20:00:00,1.76721833335,1.3761073350906372
2016-01-02 21:00:00,2.1572491666166664,1.5336726903915405
2016-01-02 22:00:00,2.9242480556499997,1.736624002456665
2016-01-02 23:00:00,2.934710277783333,2.049799919128418
2016-01-03 00:00:00,1.7380024999,1.958835482597351
2016-01-03 01:00:00,2.0738597222166666,1.23346745967865
2016-01-03 02:00:00,1.6120966666166665,1.4868295192718506
2016-01-03 03:00:00,0.7983486110333333,1.2533468008041382
2016-01-03 04:00:00,0.9979161111,0.8083934783935547
2016-01-03 05:00:00,0.7136563889,0.9592214226722717
2016-01-03 06:00:00,0.8691936111,0.8683187961578369
2016-01-03 07:00:00,0.9048691666833334,0.9420628547668457
2016-01-03 08:00:00,0.7905505555,0.9480428695678711
2016-01-03 09:00:00,0.7934030555333333,0.9011242389678955
2016-01-03 10:00:00,0.8179838889166666,0.9048470854759216
2016-01-03 11:00:00,0.8777416666833333,0.9178782105445862
2016-01-03 12:00:00,1.245038888916667,0.9392575025558472
2016-01-03 13:00:00,0.7388524999,1.1411137580871582
2016-01-03 14:00:00,0.6864216666166667,0.8662520051002502
2016-01-03 15:00:00,0.71518361115,0.8289070129394531
2016-01-03 16:00:00,1.2335861111166666,0.8605120182037354
2016-01-03 17:00:00,1.1415916666333332,1.1402941942214966
2016-01-03 18:00:00,0.7835702778000001,1.0442997217178345
2016-01-03 19:00:00,0.7762525000333333,0.9308360815048218
2016-01-03 20:00:00,1.3716361110999997,0.8939423561096191
2016-01-03 21:00:00,1.886243888933333,1.2582839727401733
2016-01-03 22:00:00,2.05269694445,1.5584980249404907
2016-01-03 23:00:00,1.9001061110833333,1.571317195892334
2016-01-04 00:00:00,1.6276022222666668,1.4484751224517822
2016-01-04 01:00:00,1.5386813888500002,1.3161814212799072
